id,team_id,entity_type,type,pipeline_source,consequence_type,push_eligible,created_sthlm,pushed_sthlm,push_latency_min,preview_fixture_id,match_id,everyone_talking,headline,push_title,push_text,immersive_context,talking_points
3e75a597-1e45-4ff8-ae49-db628efc3a66,argentina,country,news,routine,,t,2026-06-29 08:40:28.169093,2026-06-29 08:40:32.203,0.06723178333333333333,,,t,"The Messi vs Ronaldo quarterfinal is off the table. Portugal drew with Colombia, which means the two all-time greats can only meet if they both reach the final.",He's doing bracket maths,Messi vs Ronaldo can't meet until the final now. Portugal's draw moved the bracket.,"It's like when two frenemies are meant to have the big confrontation at the group dinner but one arrives too late. The face-off is now saved for the after-party, if they both make it.","[""Tell him the Messi-Ronaldo quarterfinal showdown is off, they can only meet in the final now. Watch the bracket calculation begin."", ""Ask him: is the final actually the better place for that match-up, or does it feel like a let-down?"", ""He'll probably map out every permutation of how both could still get there. Let him.""]"
0a152df4-731f-4b9e-b9bd-271813129ed2,australia,country,news,routine,,t,2026-06-29 08:42:42.061709,2026-06-29 08:42:44.711,0.04415485000000000000,,,f,Egypt captain Mohamed Salah (Egypt winger and all-time great) is a hamstring doubt for Friday's World Cup round of 32 tie against Australia.,He's having a good morning,Egypt's Salah is a hamstring doubt for the Australia tie on Friday. He'll take that.,"It's like finding out your work nemesis is off sick on the day of the big client pitch. Still nervous, but suddenly a lot less so.","[""Tell him Salah is a doubt for the Australia tie on Friday. Watch his face change."", ""Ask him: does Australia win if Salah doesn't play? He'll have very strong views."", ""He'll probably already be tracking the injury updates. Let him do the maths out loud.""]"
c6b9ed46-498e-4b39-9f47-8261b6c98a0a,south_korea,country,news,routine,,t,2026-06-29 08:51:42.149516,2026-06-29 08:51:45.024,0.04790806666666666667,,,t,"South Korea manager Hong Myung-Bo has resigned, a day after their World Cup exit. The country's president called for a probe into the team's performance.",It's gone political,South Korea's manager quit after the exit. President called for a probe into the loss.,"It's like your boss resigning the morning after a bad quarter, and the board announcing an independent inquiry before lunch. Nobody is having a good week.","[""Tell him South Korea's manager has quit and the president called for a national investigation into the World Cup exit. Wild."", ""Ask him: is it normal for a country's president to get involved when the football team goes out early?"", ""He'll probably have thoughts on whether the pressure on Asian football teams goes too far.""]"
66091a13-4ee9-45ba-b46f-d52e2d90f473,brazil,country,news,routine,,t,2026-06-29 08:52:07.377928,2026-06-29 08:52:09.431,0.03421786666666666667,,,f,Japan's key playmaker Takefusa Kubo is out for tonight's round of 32 match against Brazil. It's the third consecutive game without him.,He's feeling good about tonight,Japan's star Kubo is out for today's match against Brazil. Third game without him.,"It's like finding out your rival's best presenter called in sick the morning of the pitch. You still have to show up and win it, but the pressure just shifted.","[""Tell him Japan's key player Kubo is out for tonight's match. Watch him relax slightly."", ""Ask him: does Brazil win more comfortably without Kubo, or is Japan dangerous either way?"", ""He'll probably already be thinking about the quarterfinal path if Brazil get through.""]"
d359a56e-c0b5-46d5-8ad8-6c56289c2c3a,brazil,country,news,routine,,t,2026-06-29 08:52:19.625833,2026-06-29 08:52:21.213,0.02645278333333333333,,,f,Brazil manager Carlo Ancelotti refused to engage in 'mind games' ahead of tonight's round of 32 clash with Japan.,Calm as anything,Ancelotti won't engage in Japan's mind games ahead of tonight's tie. That's just him.,"It's like the person who shows up to the Hinge first date, asks two good questions, and lets the silence do the work. Completely unbothered. Either it works or it doesn't.","[""Tell him Ancelotti refused to play any pre-match mind games with Japan. Ice cold."", ""Watch how he reacts to the idea of Ancelotti as a manager. He'll have a take."", ""He'll probably explain exactly why that's either genius or arrogance. Let him.""]"
a830104b-6453-4263-865a-3faef6fabf79,canada,country,news,routine,,t,2026-06-29 08:53:10.162095,2026-06-29 08:53:12.503,0.03901508333333333333,,,t,Jesse Marsch (Canada manager) called his squad 'Canadian heroes' after their first-ever World Cup knockout win. He didn't hold back.,Phone-his-dad moment,Jesse Marsch called his squad 'Canadian heroes' after their first-ever knockout win.,It's the manager who stays late to personally thank every member of staff the day the company finally turns a profit. Not a press release. The real thing.,"[""Tell him Marsch called the Canada squad 'Canadian heroes' in his post-match speech. Have tissues ready."", ""Ask him: does a manager's belief in a team show up in how they play?"", ""He'll probably have thoughts on whether Canada can go even further from here.""]"
6314dc8b-b046-4fde-9d7b-ca27d9bf8f67,england,country,news,routine,,t,2026-06-29 08:54:12.490981,2026-06-29 08:54:15.215,0.04540031666666666667,,,f,Declan Rice (England defensive midfielder) is expected to be available to start Wednesday's round of 32 tie against DR Congo.,He'll breathe easy,Rice is fit to start England's tie with DR Congo on Wednesday. One less worry.,"It's like your most reliable colleague confirming they'll be in for the big meeting this week. Not glamorous news, but exactly what you needed to hear.","[""Tell him Rice is fit to start against DR Congo on Wednesday. He'll be quietly pleased."", ""Watch how he reacts when you mention the England lineup. He'll have a preferred starting eleven ready."", ""Ask him: does England go further if Rice plays every minute?""]"
bdce07cf-8b0e-4c67-92ee-e35cf6a50d22,england,country,news,routine,,t,2026-06-29 08:54:39.479781,2026-06-29 08:54:42.522,0.05070365000000000000,,,f,Thomas Tuchel says he's 'worried' about England's right-back crisis after Jarell Quansah (right-back) became the latest injury casualty.,He's got the injury chart out,Tuchel is 'worried' about England's right-back injuries ahead of Wednesday's tie.,It's like a whole department going off sick the week of a major product launch. The manager's trying to stay calm but the spreadsheet is getting complicated.,"[""Tell him Tuchel said he's 'worried' about the right-back situation. He'll have a strong view on who should play there."", ""Ask him: does the right-back injury run actually hurt England's chances, or is it manageable?"", ""He'll probably already be working out the tactical workarounds. Let him run through it.""]"
b90f79bf-6838-46ba-aed9-523ff831115a,scotland,country,news,routine,,t,2026-06-29 08:55:18.80661,2026-06-29 08:55:21.795,0.04980650000000000000,,,f,Scotland fans are already naming their preferred next manager after Clarke's exit. The speculation has started.,He's got a shortlist,Scotland fans are debating who replaces Clarke. He'll have a take.,It's like when the company CEO leaves and everyone's already updating their LinkedIn before the handover email's been sent.,"[""Tell him Scotland fans are already making their shortlists for the next manager. He'll have opinions."", ""Ask him: who does he think Scotland should go for?"", ""He'll probably run through the whole hiring process unprompted. Let him.""]"
a4791fa2-9a9d-4208-a646-cdd7c65973c7,uruguay,country,news,routine,,t,2026-06-29 08:55:45.388515,2026-06-29 08:55:48.365,0.04960808333333333333,,,t,Manchester United confirmed Uruguay midfielder Manuel Ugarte has knee ligament damage. It's described as the most serious injury a footballer can face.,Six weeks of moping,Uruguay's Ugarte has knee ligament damage. Manchester United are dealing with the fallout.,"It's like the group project lead fracturing their wrist on the last day of the term. The project's already done, but they're not going to be okay for a while.","[""Tell him Ugarte has confirmed knee ligament damage. If [his name] follows Manchester United, this is a double blow."", ""He'll probably already know, but ask him how serious knee ligament damage actually is. Let him explain."", ""Ask him: is this a bigger loss for Uruguay or for Manchester United?""]"
4a918909-0ff6-4f13-ad99-41d72d6f64a1,usa,country,news,routine,,t,2026-06-29 08:57:22.513258,2026-06-29 08:57:24.746,0.03721236666666666667,,,f,Analysts say the USA squad is rife with leaders of different types and temperaments ahead of their round of 32 tie with Bosnia. Not just captain Ream.,He's smiling at this squad,The USA squad is rife with leaders going into the knockouts. Not just captain Ream.,It's like when Glastonbury goes well because the whole production team shows up and everyone knows their job. No single diva moment. The whole thing just works.,"[""Tell him the USA squad is reportedly full of leaders ahead of the Bosnia game on Thursday. He'll be quietly chuffed."", ""Watch how he reacts to the idea of USA being genuine tournament dark horses."", ""Ask him: does having multiple leaders in a squad help, or does it create too many voices?""]"
09b68db2-aa57-4f4f-aa27-705a7780b01a,portugal,country,news,routine,,f,2026-06-29 08:57:42.374857,,,,,f,Analysts are questioning whether Portugal's refusal to manage Ronaldo's workload could hurt them in the knockouts.,He might have opinions,Analysts say Portugal may be overusing Ronaldo. Could hurt them in the knockouts.,It's like your friend who trained every single day in the two weeks before a marathon and wonders why her knees gave out at mile 18. The warning signs were there.,"[""Tell him analysts are questioning whether Portugal are managing Ronaldo's workload well enough. He'll have a take."", ""Ask him: should Portugal be resting Ronaldo more to protect him for the later rounds?"", ""He'll probably explain exactly how many minutes Ronaldo has played and what it means. Let him.""]"
656feb0a-7246-4c7b-a8d4-17edf5444b9b,austria,country,news,routine,,t,2026-06-30 00:40:47.120743,2026-06-30 00:40:49.001,0.03133761666666666667,,,t,"Austria's 3-3 draw with Algeria is already being compared to the 1982 Disgrace of Gijon. Both teams scored in injury time to qualify, sending Iran home.",He'll have a theory,Austria and Algeria both scored injury-time goals to draw 3-3. Both through. Iran: out.,"It's like two people on the same Slack thread conveniently DM-ing each other before the all-hands to agree on a 'mutual outcome'. Very suspicious, very convenient.","[""Ask him: does he think it was a fix, or two teams just getting lucky at exactly the right moment?"", ""Tell him both Austria and Algeria scored in injury time to draw 3-3. Iran went home. He'll have feelings."", ""The original 1982 Disgrace of Gijon involved Austria too. He might already be ranting about history repeating.""]"
dfb37dea-0083-4ed0-ad62-611c79f4acea,brazil,country,news,routine,,f,2026-06-30 00:43:14.772847,,,,,t,Brazil came from behind to beat Japan 2-1. Martinelli (Brazil winger) scored in the 96th minute after Casemiro (midfielder) equalised.,Phone-his-dad moment,"Brazil beat Japan 2-1, Martinelli 96th-minute winner after they were losing at half-time.","It's like ordering Deliveroo at half nine and being convinced it's not coming, then the doorbell rings at quarter past ten with everything still warm.","[""Tell him Martinelli scored in the 96th minute to knock Japan out. He's been worrying about this game all day."", ""He'll probably say Ancelotti knew exactly what he was doing at half-time. Let him have that one."", ""Ask him: does Brazil actually have what it takes to go deep, or are they going to keep scraping through like this?""]"
0f9d2301-d699-4ccf-a58a-308f16d1e66c,england,country,news,routine,,t,2026-06-30 00:46:25.040111,2026-06-30 00:46:28.465,0.05708148333333333333,,,f,Saka (Arsenal winger) says England have been practising penalties ahead of DR Congo. He's in a battle with Madueke (Chelsea winger) for a starting spot.,Whiteboard material,Saka says England have been practising penalties. He already has the order memorised.,It's like a friend texting the group chat 'we've been rehearsing the speech' two days before the wedding. They're thinking about the hard bits.,"[""Tell him Saka confirmed England have been practising penalties. He'll either think that's sensible or that they're tempting fate."", ""Ask him: does he think England take it to penalties, or do they win it in 90 minutes?"", ""There's a battle between Saka and Madueke for a starting spot. He'll have a strong view on which one starts.""]"
1cad7c63-4e09-482f-8a5d-f43472d148aa,france,country,news,routine,,t,2026-06-30 00:48:03.917261,2026-06-30 00:48:06.247,0.03882898333333333333,,,f,"France manager Deschamps says his side are confident for Tuesday's Sweden game. 'We've been labelled as favourites,' he said. 'We are confident.'",He'll be watching,France face Sweden tomorrow. Deschamps says they're confident. He'll have thoughts.,It's like the mate who got the job offer and is very calmly saying 'yeah I'll probably take it' while already mentally redecorating the office.,"[""Tell him France face Sweden tomorrow and Deschamps said they're 'confident' even as favourites. He'll either agree or say that's exactly what you say."", ""He'll have a view on whether Dembele can keep up that level from the Norway game. Ask him."", ""Ask him: do France go all the way this time, or does someone upset them?""]"
10cb363a-9570-4611-a6d8-c699b628bc31,ivory_coast,country,news,routine,,t,2026-06-30 00:49:20.065655,2026-06-30 00:49:22.088,0.03370575000000000000,,,f,"Ivory Coast face Norway tomorrow and the stakes just went up. Brazil beat Japan today, which means the winner of tomorrow's game plays Brazil in the last 16.",He'll have a bracket,Ivory Coast face Norway tomorrow. Win and they play Brazil in the last 16.,It's like making the interview shortlist and finding out the final round is with the CEO who you've been low-key obsessed with for years.,"[""Tell him Brazil beat Japan today, which means Ivory Coast play them in the last 16 if they beat Norway. He'll immediately start calculating."", ""Watch his reaction when you mention Norway vs Ivory Coast. He's been tracking this game."", ""Ask him: does he think Ivory Coast can handle Norway, and then potentially Brazil after?""]"
29d00358-4ed1-4b02-ba14-2c22b7b8ccdb,japan,country,news,routine,,f,2026-06-30 00:50:49.679116,,,,,t,"Japan are out. Martinelli scored in the 96th minute to give Brazil a 2-1 win. Japan had led through Sano, who'd just escaped a red card moments before scoring.",Give him a minute,Japan out. Brazil won 2-1 in the 96th. He'll take it personally.,It's like getting the Deliveroo 'order confirmed' and then getting the 'restaurant cancelled' notification right at the door.,"[""Tell him Sano scored for Japan just moments after escaping what should've been a second yellow card. He'll have a lot to say about that."", ""Ask him: should Sano have been sent off before he scored? The BBC are asking the same question."", ""He was hoping Japan could cause an upset. Pour him a drink first, then ask how he's doing.""]"
97095c11-8cb6-4ad8-a452-99f26ea6622a,mexico,country,news,routine,,t,2026-06-30 00:52:06.758653,2026-06-30 00:52:08.97,0.03685578333333333333,,,f,"Raul Jimenez (Mexico striker) is leading his country at this World Cup on home soil, six years after suffering a life-threatening skull fracture.",T-shirt material,"Jimenez leads Mexico at this WC, six years after a near-fatal skull fracture. He's back.","It's like the mate who had the major surgery and a year of recovery showing up at the marathon start line, bib on, absolutely fine.","[""Tell him Jimenez is leading Mexico six years after a life-threatening skull fracture. He'll either know the story or you'll have just made his day."", ""Mexico are playing Ecuador on Tuesday with all three group games won. Ask him if Mexico can go deep on home soil."", ""Ask him: does he think the home crowd gives Mexico a real chance this year?""]"
ac8ec3a2-a6e8-4fc3-8848-82262d9192a6,netherlands,country,news,routine,,t,2026-06-30 00:52:42.295241,2026-06-30 00:52:44.93,0.04391265000000000000,,,t,"Netherlands face Morocco tonight in a game the BBC are calling 'more than just a match'. It's about migration, identity and the battle for Dutch-born talent.",He'll have a lot to say,Netherlands face Morocco tonight. The BBC called it more than just a match. He'll explain.,"It's like the group chat that split in two, and everyone pretending they're equally loyal to both sides.","[""Tell him the BBC are calling Netherlands vs Morocco more than just a football match, a story about migration and identity. He'll either dive in or say 'football is football.'"", ""Van Dijk (Netherlands defender) is described as the main man for Holland's World Cup ambitions. Ask him if he agrees."", ""Ask him: does he have a team in this one, or is he just watching for the drama?""]"
d12a4903-30e3-44c9-a021-c04aa18c4587,norway,country,news,routine,,t,2026-06-30 00:54:14.508916,2026-06-30 00:54:16.897,0.03980140000000000000,,,f,Haaland (Norway striker) has looked 'relaxed and happy' at this World Cup. Reports say that's bad news for Ivory Coast in tomorrow's round of 32.,He'll have a theory,Haaland looks relaxed at this World Cup. Bad news for Ivory Coast tomorrow.,"It's like the friend who shows up to the work presentation looking suspiciously chill. That's not relaxed, that's prepared.","[""Tell him Haaland has looked 'relaxed and happy' at this World Cup. Ask him if that's a good or bad sign."", ""Norway face Ivory Coast tomorrow. Watch what happens when you mention Haaland. He'll have a strong opinion."", ""Ask him: is Haaland ever really a threat at a tournament, or does he show up more at club level?""]"
087a10b1-98e5-4b49-b211-79f5c913f0d9,germany,country,news,routine,,f,2026-06-30 08:47:11.858593,,,,,t,"Germany are out of the World Cup, beaten by Paraguay on penalties. They drew 1-1 after extra time, then lost 3-4 on spot-kicks.",Give him a minute,Germany are out. Paraguay beat them 4-3 on penalties. Nobody saw this coming.,"It's like getting to the dessert course on a date that's been going really well, and then the credit card declines. Germany sailed through the group and the shootout said no.","[""Tell [his name] Germany are out. Paraguay beat them on penalties last night. He might not have heard yet."", ""Ask him: is this the biggest shock of the tournament so far?"", ""He'll have a theory about where it went wrong. Let him talk it through, then ask what happens to the team next.""]"
1d2bb8a1-b7da-4da6-8e2c-a8a6d481d2fe,netherlands,country,news,routine,,f,2026-06-30 08:47:42.1883,,,,,f,"Netherlands are out of the World Cup, beaten on penalties by Morocco. They drew 1-1 after extra time and lost 2-3 on spot-kicks.",He'll come round,"Netherlands are out. Morocco beat them 3-2 on penalties. Sulk first, dinner after.","It's like sending your best Hinge opener and watching them go offline at 3am. Extra time, penalties, and then nothing.","[""Tell [his name] Netherlands are out. They lost to Morocco on penalties overnight, 2-3. It's done."", ""He'll be flat about this. Give him a minute before you check in."", ""Ask him: was the shootout the moment it always felt like it was heading to?""]"
639803d5-959a-41fc-a2c8-97b51dba4790,paraguay,country,news,routine,,f,2026-06-30 08:48:02.934884,,,,,t,"Paraguay beat Germany on penalties to reach the World Cup last 16. They drew 1-1 after extra time, then won 4-3 on spot-kicks.",Stories incoming,Paraguay beat Germany 4-3 on penalties. They're in the World Cup last 16.,It's like the runner-up from the last round sending a voice note at midnight saying they've changed their mind. Paraguay just told Germany goodbye.,"[""Tell [his name] Paraguay beat Germany on penalties last night. They're in the World Cup last 16. He won't believe it."", ""Ask him: is this the biggest shock of the tournament so far?"", ""He'll need to process this one. Wild card beats group winner on penalties. Watch how he reacts.""]"
ef90eb47-8a0e-46ab-83ae-70d9246c6127,morocco,country,news,routine,,f,2026-06-30 08:49:08.111594,,,,,t,"Morocco beat Netherlands on penalties to reach the World Cup last 16. They drew 1-1 after extra time, then won 3-2 on spot-kicks. Canada are next on Saturday.",Phone-his-dad moment,Morocco beat Netherlands 3-2 on penalties. They're in the World Cup last 16.,It's like your friend who everyone said was too much at school showing up to the reunion absolutely thriving. Morocco weren't supposed to get this far.,"[""Tell [his name] Morocco are through to the World Cup last 16. They beat Netherlands on penalties overnight and it's done."", ""Ask him: was Morocco always his pick to go this far, or is this becoming a real story?"", ""He'll want to know when the Canada game is. It's Saturday. He might suggest watching it.""]"
c904b7e7-b4a4-44e3-9f23-681c65c231e5,cape_verde,country,news,routine,,t,2026-07-01 00:50:00.742549,2026-07-01 00:50:04.455,0.06187418333333333333,,,t,Cape Verde made the World Cup last 32. American broadcasters say their run to the knockouts was for everyone who wanted to believe smaller nations belong here.,Stories incoming,Cape Verde made the World Cup knockouts. It is exactly what a 48-team WC is for.,"It is like a mid-list Spotify artist suddenly landing a Coachella slot because they expanded the lineup. Everyone pretended not to notice, then they stole the show.","[""Tell him Cape Verde drew every group game and still made the knockouts. He will have something to say about that."", ""Ask him: do smaller nations deserve to be at a 48-team World Cup, or does it water the tournament down?"", ""Broadcasters are calling Cape Verde the poster story for the new format. Tell him that and see where the conversation goes.""]"
ad43214c-4d6c-4d90-809b-ad130f568211,congo_dr,country,news,routine,,t,2026-07-01 00:50:48.092459,2026-07-01 00:50:50.257,0.03607568333333333333,,,t,DR Congo face England tomorrow. Their last World Cup knockout was 52 years ago. BBC Sport say fans back home are already dancing in the streets.,52 years in the making,DR Congo play England tomorrow. First WC knockout in 52 years. He will know this story.,"It is like that friend who went quiet on Instagram for years suddenly posting again, and the content is inexplicably excellent.","[""Tell him BBC Sport are comparing tomorrow's match to the Rumble in the Jungle for DR Congo fans in Kinshasa. He will love the context."", ""Ask him: does he think England should be worried about DR Congo, or is it a straightforward win?"", ""DR Congo were out of the World Cup for 52 years. Fans back home are dancing. It is not just a football match to them.""]"
b73c90b9-9716-4236-8443-0a270c5c14eb,england,country,news,routine,,t,2026-07-01 00:51:12.377687,2026-07-01 00:51:15.875,0.05828855000000000000,,,f,"Wayne Rooney (former England captain) says start Mainoo, drop Anderson for tomorrow's DR Congo tie. He'd rather see Kobbie Mainoo in the lineup.",He will have a take,"Former England captain Rooney says start Mainoo, drop Anderson against DR Congo tomorrow.",It is like your group chat arguing over the seating plan at dinner before the host has even looked at it. Someone always has strong opinions about the arrangement.,"[""Tell him Rooney is backing Mainoo to start over Anderson against DR Congo. He will either strongly agree or strongly disagree."", ""Ask him: does he trust Rooney's football opinion, or is it just noise from an ex-player?"", ""He has probably been thinking about the lineup already. Drop Mainoo's name and let him take it from there.""]"
dbb29ea3-b7a7-4a00-852c-f3d02ff5e57a,germany,country,news,routine,,t,2026-07-01 00:51:32.580392,2026-07-01 00:51:35.025,0.04074346666666666667,,,t,"Germany manager Julian Nagelsmann said his side are no longer a first-class team after their early World Cup exit, but he wants to stay on as head coach.",T-shirt material,Germany's boss Nagelsmann said they are no longer a first-class team. He wants to stay on.,"It is like a company director giving a terrible performance review for their own team, then asking to keep their seat at the table. Bold strategy.","[""Tell him Germany's manager called them no longer a first-class team, then said he wants to keep his job. That is an unusual move."", ""Ask him: if your manager said your team was not first-class, would you want them to stay on?"", ""He probably has thoughts on Germany. Drop the Nagelsmann quote and let him react.""]"
c3b9fb05-730e-411e-ba41-d9b72fa5d82a,germany,country,news,routine,,t,2026-07-01 00:51:58.502592,2026-07-01 00:52:01.393,0.04817346666666666667,,,t,BBC Sport say the prospect of Jurgen Klopp looms over Germany as they look for hope after their World Cup exit.,He will have a whiteboard out,BBC Sport say the prospect of Klopp looms for Germany after their World Cup exit.,It is like when a famous director goes quiet and suddenly everyone tweets them in the replies of a struggling studio. The rumours start themselves.,"[""Tell him BBC Sport are raising Klopp's name in connection with Germany's manager search. Watch how fast he has an opinion."", ""Ask him: does he think Klopp would take the Germany job if it came up?"", ""He will have strong feelings about Klopp going to Germany. Drop it casually and see what happens.""]"
ce4bdb74-5907-4c01-835e-42db0f362ee5,ivory_coast,country,news,routine,,f,2026-07-01 00:52:38.034902,,,,,t,Ivory Coast are out. Haaland's late winner gave Norway a 2-1 win. Amad Diallo's equaliser is being called a goal of the tournament contender.,Give him a minute,Ivory Coast are out. Norway beat them 2-1. Haaland scored late. Amad's goal was stunning.,"It is like absolutely smashing the presentation, getting a standing ovation in the room, and still not getting the job. The goal was there. The win was not.","[""Tell him Amad Diallo scored what BBC Sport are calling a goal of the tournament contender, even though Ivory Coast lost. He will want to see it."", ""Watch how he reacts when you mention Haaland's name. The answer will tell you everything about how he's feeling about Norway."", ""Ask him: is Ivory Coast going out a big upset, or was Norway always the better side?""]"
b18a878b-0593-4720-9f74-c063f08b2153,mexico,country,news,routine,,t,2026-07-01 00:53:22.012525,2026-07-01 00:53:24.471,0.04097458333333333333,,,t,Mexico face Ecuador tonight. The Guardian say their real opponent is their own history: El Tri always fall at the first knockout hurdle.,Tonight's the night,"Mexico always fall in the round of 16. Tonight vs Ecuador, they try to break it.","It is like the friend who always gets to the third date perfectly and then somehow never quite makes it to the fourth. The pattern is the problem, not the person.","[""Tell him the Guardian say Mexico's real opponent tonight is the ghost of their own history. He will have an opinion on that framing."", ""Ask him: does he think Mexico break the round-of-16 curse tonight, or does history repeat?"", ""Mexico are on home soil, won all three group games, and are still carrying the weight of this pattern. Drop that in conversation tonight.""]"
db85ff56-e470-4ea4-a07c-cc6ac20a9f36,mexico,country,news,routine,,t,2026-07-01 00:53:58.679004,2026-07-01 00:54:01.381,0.04503326666666666667,,,f,Ecuador have complained to World Cup organisers about Mexico fans being noisy outside their team hotel before tonight's last-32 match.,Mad scenes already,Ecuador complained about noisy Mexico fans outside their hotel. Game not started yet.,It is like the neighbour filing a noise complaint before your house party has even started because they know what you are like.,"[""Tell him Ecuador complained to World Cup officials about Mexico fans being too loud outside their hotel. He will find that very funny."", ""Watch how he reacts when you say Ecuador were so rattled they lodged an official complaint before the game even started."", ""Ask him: does home advantage actually make a difference in football, or is it just noise?""]"
e056fd0d-327e-41e2-b864-4fb9b753520b,netherlands,country,news,routine,,t,2026-07-01 00:54:32.336272,2026-07-01 00:54:35.809,0.05787880000000000000,,,t,Ronald Koeman has resigned as Netherlands manager after their World Cup exit. He said: 'We fell short. Responsibility rests with me.',He is going to have opinions,Koeman resigned as Netherlands manager after their exit. Responsibility rests with him.,"It is like the project manager sending a resignation email the same afternoon the launch went wrong. Own it and leave. Respect the move, slightly.","[""Tell him Koeman has resigned as Netherlands manager. His response will tell you everything about how he rates Koeman."", ""The Netherlands lost to Morocco on penalties and their manager quit the same day. Ask him: does the manager always have to go after an early exit?"", ""Ask him: is Koeman taking responsibility, or is it the right call anyway?""]"
1eaa0c84-861b-417a-8d64-3e5af2034d99,norway,country,news,routine,,f,2026-07-01 00:55:04.382312,,,,,t,Haaland won it late. Norway beat Ivory Coast 2-1 to reach the last 16. Their coach called him the greatest goalscorer in the world. Next: Brazil.,Giddy for a week,Norway beat Ivory Coast 2-1. Haaland scored the winner. Next: Brazil on Saturday.,It is like your mate's situationship finally becoming official just in time for the hard part. The glow-up is real. The next test is enormous.,"[""Tell him Norway's manager called Haaland the greatest goalscorer in the world after the match. He will have a very firm view on whether that is true."", ""Norway face Brazil on Saturday. Ask him: does he think Norway can actually do it?"", ""Ask him: is Haaland more terrifying as a club player or an international? The goal difference is the argument.""]"
547794c9-0923-4a8f-862a-419f7a51bc11,paraguay,country,news,routine,,t,2026-07-01 00:55:31.313205,2026-07-01 00:55:34.021,0.04512991666666666667,,,t,Paraguay's penalty hero Orlando Gill was in football obscurity 18 months ago. Now he has knocked Germany out of the World Cup.,Phone-his-dad moment,Penalty hero Gill was in football obscurity 18 months ago. He just knocked Germany out.,"It is like a Hinge date where you had zero expectations, they showed up, and now you're texting your group chat at midnight. Nobody saw Gill coming.","[""Tell him Paraguay's penalty hero was in football obscurity just 18 months ago. Now he's knocked Germany out of the World Cup. He will love this story."", ""Watch how he reacts when you say Paraguay beat Germany on penalties. The reaction will tell you if he was following that one."", ""Ask him: are penalty shootouts luck or skill? The Gill story kind of suggests both.""]"
ecb1fa64-4aa6-4414-bf67-73190ff7d3d7,portugal,country,news,routine,,f,2026-07-01 00:55:55.373737,,,,,f,"Portugal striker Goncalo Ramos has joined AC Milan from PSG for a reported £60m, confirmed while he is still at the World Cup.",Ramos heads to AC Milan,Portugal striker Ramos confirmed move to AC Milan from PSG for a reported £60m.,"It is like accepting a job offer and signing the contract while you are still technically in the final week of your notice period at the old place. Sorted, but odd.","[""Tell him Portugal's Ramos just agreed a club move to AC Milan mid-World Cup. He will have a take on the timing."", ""Watch how he reacts when you mention the reported £60m price tag for a player still in the tournament."", ""Ask him: is it strange to be moving clubs during the World Cup, or is this normal in modern football?""]"
77061d4e-8dee-488c-a7e6-4b71a9c13954,south_korea,country,news,routine,,t,2026-07-01 00:56:31.961924,2026-07-01 00:56:34.395,0.04055126666666666667,,,t,Son Heung-min (South Korea forward) says he is indescribably hurt by South Korea's World Cup exit and will run to death for the nation's football fans.,He might need a moment,Son Heung-min said he is indescribably hurt. He will run to death for the fans.,"It is like a group project where one person carries most of it, and when it goes wrong, they are the only one who sends the apology email. The weight is not shared equally.","[""Tell him Son said he is indescribably hurt by South Korea's exit and vowed to run to death for the fans. He will have a reaction to that language."", ""Watch how he responds when you mention Son's apology. The words run to death tend to land."", ""Ask him: is it strange that a footballer feels that level of personal responsibility for a team going out?""]"
683a9077-22ee-4550-9aad-2653b04619f4,belgium,country,news,routine,,t,2026-07-01 08:42:30.556974,2026-07-01 08:42:33.151,0.04323376666666666667,,,t,Belgium manager Rudi Garcia fired back at critics who compared midfielder Kevin De Bruyne to a washed-up actor before tonight's round of 32 against Senegal.,Garcia's got something to say,Belgium boss Garcia fired back after press called De Bruyne washed-up. Senegal tonight.,Your best mate dumping a bad article in the group chat and typing no.,"[""Tell [his name] Belgium's manager adjusted his actual microphone before defending his players. He'll love the drama."", ""Ask him: does De Bruyne still have it, or is the washed-up label onto something?"", ""He'll probably say that's exactly the fuel you want heading into a knockout match.""]"
3bf05429-ab44-48a5-9e33-8467ff2f73fb,congo_dr,country,news,routine,,t,2026-07-01 08:46:31.971813,2026-07-01 08:46:34.956,0.04973645000000000000,,,t,England are without right-backs Quansah and James for today's round of 32 against Congo DR. Former DRC captain Zakuani: there are holes in England.,He'll have spotted this,England's right-backs Quansah and James are both out injured. Congo DR plays today.,Like the Strictly favourite spraining their ankle the morning of the final.,"[""Tell [his name] England's two right-backs are both out and see what he says about Congo DR's chances."", ""Ask him: does losing Quansah and James actually make England vulnerable on the right?"", ""He'll probably have views on whether Congo DR can pull off the shock. Drop 'holes in England' and watch.""]"
d777ddf5-cb4d-4fdb-bd46-f0850d19d636,ecuador,country,news,routine,,f,2026-07-01 08:48:17.286095,,,,,t,Ecuador are out. Mexico beat them 2-0 in the round of 32. Defender Piero Hincapie (Ecuador) was also sent off for covering his mouth at an opponent.,He might be quiet tonight,"Ecuador are out. Lost 2-0 to Mexico, and Hincapie got sent off for covering his mouth.",Like leaving a party early and knocking over the host's lamp on the way out.,"[""Give [his name] a heads-up. Ecuador are out and the exit was a bit messy."", ""He'll probably say Mexico are a dangerous dark horse now they've broken their knockout curse."", ""Ask him: did Ecuador do better than expected? They beat Germany to get this far.""]"
