id,team_id,type,created_sthlm,everyone_talking_headline,headline
6e5deec5-0659-40a2-9d0c-6dc96fb5c067,arsenal,matchday,2026-08-17 08:55:35.181503,Arsenal won the Community Shield 3-0 against Man City.,Arsenal won the Community Shield 3-0 against Man City yesterday. First trophy of the new season. Coventry at home on Friday night to open the league.
4fdc2ded-dcd8-42d9-932b-6668d266dac5,scotland,news,2026-08-17 08:56:22.953866,Scotland appoint Belgian Sebastien Pocognoli as new head coach on a two-year deal.,"Scotland named Belgian Sebastien Pocognoli (39, formerly Monaco manager) as their new head coach. He's promising an attacking style reset."
b33f40fc-0266-44e6-8639-0ba890793bcb,portugal,news,2026-08-17 08:56:30.174479,Portugal captain Cristiano Ronaldo says this season is 'probably' his last as a professional footballer.,Portugal captain Cristiano Ronaldo (41) told Vogue this season is 'probably' his last as a footballer. He has more than 950 goals.
3e3a2a96-c1db-47f3-88e3-e1c924583d13,spain,news,2026-08-17 08:56:35.290189,Barcelona sign Spain captain Rodri from Manchester City for £65.4m.,"Spain captain Rodri (30, Man City midfielder and World Championship winner) is heading to Barcelona. Man City accepted a £65.4m bid."
6c3f11be-2f64-4072-ad80-d5cb7392ef63,chelsea,news,2026-08-18 08:43:53.34667,"Chelsea co-owners Boehly and Walter explore selling their stakes to Clearlake Capital, who would hit 86% control.","Chelsea co-owners Boehly and Walter are exploring selling their 13% stakes to Clearlake Capital, which would give Clearlake 86% control."
bdd21bb6-6cbf-4779-9cde-a582db2c41f8,man_city,news,2026-08-18 08:48:00.420929,"Rodri has arrived in Barcelona to complete his transfer from Man City, describing it as his dream move.",Rodri (Man City's Spain midfielder) has arrived in Barcelona to complete his dream move. One of City's most important players is leaving.
4fd9a34c-369f-488f-99e9-64882eed82db,morocco,news,2026-08-18 08:48:38.935636,Man City in advanced talks to sign Morocco midfielder Bouaddi from Lille for £85m.,"Man City are in advanced talks to sign Ayyoub Bouaddi, Morocco's defensive midfielder, from Lille for £85m. Nothing's confirmed yet."
dffe287f-2b8b-4717-ab8c-67f14884a36c,scotland,news,2026-08-18 08:49:29.08341,"Scotland's FA has officially withdrawn support for FIFA president Infantino, citing 'lack of transparency' over World Championship sell-off plan.",Scotland's football chiefs have officially lost confidence in FIFA president Gianni Infantino and won't be voting for his re-election.
5786967d-c099-4136-948a-c7ad5112befc,arsenal,news,2026-08-19 08:40:49.337261,Arteta says Arsenal want to be the best club in the world. The Premier League season starts Friday.,"Arteta (Arsenal manager) said it plainly before the season starts: 'We want to be the best club in the world.' Arsenal vs Coventry, Friday night."
1c060749-0497-45b9-90c2-1f27bde8bfe4,senegal,news,2026-08-19 08:46:16.533361,Patrick Vieira appointed as Senegal's new head coach,"Senegal have a new national team boss. Patrick Vieira (France's 1998 World Championship winner, former Arsenal captain) has taken the job."
6fdfbe9c-8e8e-48f4-b790-d817ab3d5187,spain,news,2026-08-19 08:46:38.639667,Rodri completes £65m move from Man City to Barcelona,Rodri says he's ready to feel 'excitement again'. The Spain captain's £65m move from Man City to Barcelona is confirmed.
80fe4bd7-ae1a-4a59-a922-fcba86fc2539,liverpool,news,2026-08-19 08:48:28.693756,Bezos consortium confirmed they've bought 38% of Liverpool for more than £2bn. They could become majority shareholders within a year.,Bezos's group has officially bought 38% of Liverpool for more than £2bn. They could become majority shareholders within a year.
ca232c7d-53be-44ea-8b68-77d43d51181a,man_city,news,2026-08-19 08:50:07.237498,The Amazon Prime Guardiola documentary reveals he threatened to leave Man City '100 times' and nearly broke down in tears.,The Amazon Prime Guardiola documentary is out. He threatened to leave Man City '100 times' -- his own club chair confirmed it on camera.
68d60463-eafa-4c00-8ef5-cd9bdf76d270,arsenal,news,2026-08-20 08:41:57.460935,Arsenal bringing in Aston Villa defender Ezri Konsa for more than £50m before the season starts.,"Ezri Konsa (Aston Villa defender) is heading to Arsenal for more than £50m. He'll cover for Saliba, who's out with a back injury until October."
30a86aae-af12-42c6-88bd-9976316537f3,england,news,2026-08-20 08:51:13.833725,"Social media algorithms amplified racist abuse of World Championship players, research finds",New research says social media algorithms amplified racist abuse against England footballers during the World Championship.
02328f2d-7a8b-4a7c-b9ff-aadac42cc350,japan,news,2026-08-20 08:51:24.060169,Japan's Zion Suzuki becomes the first Japanese goalkeeper in the Premier League,"Japan goalkeeper Zion Suzuki has joined Aston Villa, becoming the first Japanese player to be a Premier League goalkeeper."
890b6773-8285-4951-8c43-d07ad8fddd0f,brighton,news,2026-08-21 08:40:54.889939,Brighton reject Liverpool's £50m bid for Minteh,Brighton rejected Liverpool's £50m bid for winger Yankuba Minteh. He's staying at the Amex.
0c4617d6-5d72-47ca-a5ce-ce20f9568620,brazil,news,2026-08-21 08:43:29.901725,"Ronaldinho (former Ballon d'Or winner, 46) has signed for Italian third-division club Ravenna. He hopes to score his 300th career goal.","Brazil legend Ronaldinho (46, former Ballon d'Or winner) has signed for Italian third-tier club Ravenna. He’s chasing his 300th career goal."
caaf4270-dc55-48dc-bc87-b8bfc6a7d7dc,man_city,news,2026-08-21 08:45:33.520115,Man City agree £75m Savinho sale to Spurs amid summer rebuild,Spurs have agreed a £75m deal to sign Manchester City winger Savinho. Another key player heading out of the Etihad.
e561b5b3-6f13-47c4-89cc-951b720335f6,spurs,news,2026-08-21 08:50:13.382509,Spurs agree £75m deal for Man City winger Savinho,Tottenham have agreed a £75m deal to sign Savinho (Manchester City winger). He's heading to north London.
a117569a-2e45-43ee-bc74-a42e397a06f8,argentina,news,2026-08-22 08:42:05.402118,Three Argentina players banned for World Championship final brawl with Spain,"Paredes (Argentina midfielder) gets a 10-match ban after the World Championship final brawl. Molina and Almada are also out. Argentina fined $321,000 too."
a0ccb512-ca3b-49ae-a2de-236a2e4aa0d6,arsenal,news,2026-08-22 08:45:47.85083,"Arsenal open their title defence with a 3-0 win over Coventry. Havertz, Saka and Odegaard all scored.","Arsenal beat Coventry 3-0 to open their title defence. Havertz (striker), Saka (winger) and Odegaard (Arsenal captain) all scored."
0c9d2c68-fb21-4e1b-9598-b24fdcd4bd3c,spain,news,2026-08-23 08:44:24.082439,Spain captain Rodri joins Barcelona from Man City. Manager Maresca admits finding his replacement is a major challenge.,Spain captain Rodri has left Man City for Barcelona. His former manager at City admits they now need to find 'the new Rodri' after the move.
bd5d2dfa-34e3-40cd-b67b-319d8c5b604f,man_city,news,2026-08-23 08:59:08.562463,Rodri leaves Man City to join Barcelona. Maresca vows to find 'the new Rodri.',Rodri (Man City's Spanish midfielder and Spain captain) has left to join Barcelona. Enzo Maresca says City will 'try to find the new Rodri.'
c2eddcda-ef2c-45ee-b805-a5e8b5c0162a,man_utd,news,2026-08-23 08:59:26.869111,Hull beat Manchester United on opening day in a stunning Premier League return for the promoted side.,Hull beat Manchester United on the opening day. Michael Carrick (Man Utd manager) says 'we didn't click' after a shocking defeat to a promoted side.
70573af1-86f7-42e4-b51b-9db930e2a2c9,aston_villa,news,2026-08-24 08:46:14.406548,Aston Villa had one of the worst opening-day performances in Premier League history against Brighton.,Brighton dominated Villa in the Premier League opener. Villa were down to 10 men and Emery (Villa manager) said they had to 'accept everything.'
869cb006-1675-4feb-b682-e1130f376e3a,morocco,news,2026-08-24 08:46:21.934999,Manchester City agree £86m deal for 18-year-old Morocco midfielder Ayyoub Bouaddi from Lille.,Manchester City have agreed an £86m deal for Ayyoub Bouaddi (18-year-old Morocco midfielder) from Lille. He takes City's summer spend to nearly £200m.
37085aa0-d949-4009-b57c-484772f76c13,brazil,news,2026-08-24 08:47:03.012847,Mourinho says Vinicius Jr needs 'great emotional control' when being bullied and provoked in matches.,Manager Jose Mourinho says Brazil winger Vinicius Jr (Real Madrid) needs 'great emotional control' after being regularly bullied and provoked in matches.
6351e30d-5870-4134-9dc0-fe8f340b1ef1,england,news,2026-08-24 08:47:41.068292,Harry Kane wins Germany's player of the year award after a 61-goal season at Bayern Munich.,"Harry Kane (England captain, Bayern Munich forward) has won Germany's player of the year award after a 61-goal season. He's the first Englishman ever to win it."
bc6f0ddc-beb6-48f5-9f9b-91f572a53fd9,liverpool,news,2026-08-24 08:48:40.580801,Liverpool drew at Newcastle in Iraola's first game. Szoboszlai's late penalty rescued the point.,Liverpool drew at Newcastle in manager Iraola's first game. Szoboszlai rescued a point with a late penalty. Neville says Wirtz and Isak disappointed.
6d5238ab-f319-4fba-9530-47756ca96502,man_city,news,2026-08-24 08:49:18.350288,Man City have signed 18-year-old Ayyoub Bouaddi from Lille for £86m.,"Man City have completed a deal to sign Ayyoub Bouaddi (Lille midfielder, 18) for £86m as the next piece of their midfield rebuild."
52f34aa1-10bb-4de3-a77b-bfea95339e26,newcastle,news,2026-08-24 08:49:51.750489,Newcastle drew with Liverpool after a controversial late penalty that Jaissle called 'really soft.',Newcastle drew with Liverpool after a late penalty. Wissa (Newcastle winger) was excellent. Manager Jaissle called it 'really soft.' They should have won.
5c1d4570-5d07-4476-887f-b6cb59954a2e,arsenal,news,2026-08-25 08:37:47.264469,Arsenal reportedly tracking Julian Alvarez as transfer deadline approaches,Arsenal reportedly eyeing Alvarez (Atletico Madrid striker) this week. The Argentine was booed by Atletico fans after saying he wants to leave.
ffbd6bcb-054f-464b-91ca-7d23f012e1bd,chelsea,news,2026-08-25 08:41:23.434884,Xabi Alonso starts as Chelsea manager with a 3-2 win at Fulham,Chelsea beat Fulham 3-2 to give Xabi Alonso (new Chelsea manager) a winning start. Cole Palmer scored and set up Joao Pedro. Morgan Rogers scored on debut.
5de06df7-56e6-4db4-abb6-72d44cc55d50,chelsea,news,2026-08-26 08:43:20.871576,Chelsea sell Delap to Nottingham Forest for £50m as Joao Pedro takes the number nine role under Xabi Alonso.,Chelsea have agreed to sell striker Liam Delap to Nottingham Forest for around £50m.
e9d7f9c6-6d88-4a5c-a873-a69e770ef749,man_city,news,2026-08-26 08:44:20.252794,Manchester City sell Nico Gonzalez to Newcastle for £52m in another high-profile squad departure.,Manchester City are selling midfielder Nico Gonzalez to Newcastle in a deal worth around £52m.
117d87ba-9177-4aca-9088-b995136b838e,man_utd,news,2026-08-26 08:45:14.147856,"Bruno Fernandes wins PFA Player of the Year for the 2025/26 season, voted for by his fellow professionals.",Manchester United captain Bruno Fernandes (Portuguese midfielder) has won the PFA Player of the Year award for the 2025/26 season.
3443cb78-2878-4446-99b8-95ba3d6c265e,spurs,news,2026-08-26 08:46:18.228973,"Tottenham complete signing of Brazil winger Savio from Manchester City for around £75m, taking their summer spend past £300m.","Tottenham have signed Brazil winger Savio (formerly Savinho at Manchester City) in a deal worth around £75m, pushing their summer spending past £300m."
39127cfb-b24a-435b-be65-c2307f7f225e,argentina,news,2026-08-26 08:47:07.782266,"Álvarez wants to leave Atlético, with Barcelona and Arsenal in the race","Argentina striker Julián Álvarez wants to leave Atlético Madrid, with Barcelona and Arsenal both reportedly competing to sign him this summer."
06639585-5fb3-405b-a6b2-57e185ea56b3,netherlands,news,2026-08-26 08:52:13.352246,Xavi Hernández appointed Netherlands head coach on four-year contract,"Xavi Hernández (Barcelona legend) has been unveiled as Netherlands' new head coach, saying it feels like going to 'the university of football'."
e064f0f8-7814-4c21-b452-ed08783ae29d,arsenal,news,2026-08-27 08:53:45.326851,Atletico say '0% chance' Alvarez leaves as transfer row intensifies,Atletico Madrid insist Julian Alvarez (striker) will not leave as Arsenal transfer saga continues
2eea80bd-675b-4fc8-99dc-dc2334a083ed,aston_villa,news,2026-08-27 08:54:00.938417,"Watkins to Saudi, Jackson in: Villa pull off a double deal in one afternoon",Aston Villa agree double deal: Ollie Watkins exits to Saudi for £50m as Nicolas Jackson arrives from Chelsea
6319a8fb-6536-459e-9593-49118c913993,liverpool,news,2026-08-27 08:55:33.147257,Liverpool host Spurs at Anfield in Carabao Cup third round,Liverpool host Spurs at Anfield in Carabao Cup third round with Andy Robertson set for return
45f2d954-c7a4-477d-a695-7771c552c429,spurs,matchday,2026-08-27 08:56:29.098353,Savio debut goal and assist as Spurs beat Charlton 5-1 in the cup,Savio scores and assists on debut as Tottenham thrash Charlton 5-1 in Carabao Cup
25e4c89c-7103-4b21-822b-2ca1e3191802,spurs,news,2026-08-27 08:56:45.88519,"Spurs agree loan deal for Man City's Marmoush, their second City signing this window",Tottenham agree loan deal for Omar Marmoush (forward) from Manchester City with £60m obligation to buy
b3b81bc8-3258-4448-bf40-374cf4487bcc,arsenal,news,2026-08-28 08:37:00.558333,"Champions League draw: Arsenal vs Real Madrid, Man City face Barcelona and PSG",Arsenal face Real Madrid in this season's Champions League. Arteta's (Arsenal manager) side lost to PSG on penalties in last year's final.
896d9a6b-f517-4526-87bd-80a04d5b3da1,liverpool,news,2026-08-28 08:47:49.329773,Liverpool sign Barcola from PSG for £120m. One of the summer's biggest deals.,Liverpool have agreed a £120m deal to sign France winger Bradley Barcola from PSG. He is set for a medical as one of the biggest deals of the summer completes.
227f905b-829f-4497-b960-20ac54dcc673,argentina,news,2026-08-28 08:47:58.904507,"Ipswich sign Argentina's Exequiel Palacios, the first 2022 World Championship winner to join the club, from Bayer Leverkusen.","Exequiel Palacios (Argentina midfielder) joins Ipswich Town from Bayer Leverkusen, becoming the first 2022 World Championship winner to sign for the club."
ba4596c9-2c71-405e-955d-8122bce81de7,france,news,2026-08-28 08:48:30.629301,Liverpool and PSG close to agreeing a £120m deal for France winger Bradley Barcola.,Bradley Barcola (France international winger) is close to joining Liverpool from PSG. Reports say the clubs have agreed around £120m.
a7fa30c0-9903-4950-9779-b019c0c9d88b,morocco,news,2026-08-28 08:49:04.359124,Manchester City sign Morocco's Ayyoub Bouaddi from Lille for around £85m. The 18-year-old played at this summer's World Championship.,Ayyoub Bouaddi (Morocco's 18-year-old midfielder) joins Manchester City from Lille for around £85m. Already being called City's new Rodri.
a7737892-80f0-4928-8a97-1ce69171f0d3,senegal,news,2026-08-28 08:49:24.274606,Nicolas Jackson reportedly close to a £65m move from Chelsea to Aston Villa.,"Senegal striker Nicolas Jackson is reportedly close to leaving Chelsea for Aston Villa in a deal worth around £65m, after three years at Stamford Bridge."
f9ec9153-5eb7-4589-aede-31db4340ea8f,germany,news,2026-08-29 08:46:44.596977,Leon Goretzka joins Aston Villa on a free transfer.,"Germany midfielder Leon Goretzka has signed for Aston Villa on a free transfer, bringing a World Championship squad player to the Premier League."
7e383216-462b-4568-b5a3-80f5e180f9cc,bournemouth,news,2026-08-29 08:46:49.463723,Bournemouth draw AC Milan in the Europa League in their first ever European campaign.,Bournemouth have drawn AC Milan in the Europa League. They'll host the Italian giants at the Vitality in their first ever European campaign.
ff6f20a4-2f52-4807-95c6-f437ec7b8b20,senegal,news,2026-08-29 08:47:11.49596,Nicolas Jackson completes £47.5m move to Aston Villa from Chelsea.,"Nicolas Jackson (Senegal striker) completes £47.5m move from Chelsea to Aston Villa, and could debut against Arsenal on Monday."
3767e914-c3ab-44b4-9730-6950c84df716,brazil,news,2026-08-29 08:48:09.588393,Al Hilal reportedly closing in on Arsenal's Gabriel Martinelli for €65m.,"Al Hilal are reportedly closing in on the signing of Brazil forward Gabriel Martinelli from Arsenal in a deal worth up to €65m, according to sources."
4ee9f6b9-6749-4592-bbef-4094040ee009,argentina,news,2026-08-29 08:48:36.14383,"Atletico CEO: Alvarez will 'never, ever' be sold to Barcelona.","Atletico Madrid's CEO says Argentina forward Julian Alvarez will 'never, ever' be sold to Barcelona, accusing them of 'dishonesty'. Arsenal remain linked."
ceea626a-7e50-46ce-9d4d-bbddbfd49e42,man_city,matchday,2026-08-29 08:53:09.684031,Haaland and Cherki both score twice as Man City beat Crystal Palace,Man City beat Crystal Palace on Friday. Haaland and Rayan Cherki (City's French attacker) both scored twice. Two wins from two for manager Enzo Maresca.
9643cf92-7427-4b36-8b78-e8ea0ba95009,spurs,news,2026-08-29 08:56:03.883488,De Zerbi eyes one more Spurs signing before Tuesday's deadline after Savio and Marmoush deals,"De Zerbi wants one more Spurs signing before Tuesday's deadline, pushing for 'one specific position' after a window that's exceeded his expectations."
